505 649 440 7 0
506 622 446 9 0
507 623 433 12 0
508 604 440 11 0
509 579 447 12 0
510 550 434 13 1
511 535 446 16 1
512 521 472 19 1
513 536 479 14 0
514 515 469 12 0
515 512 485 7 0
516 525 511 5 0
517 512 544 6 0
518 518 565 1 0
519 510 551 1 0
520 488 534 0 0
521 486 523 0 0
522 466 522 0 0
523 466 520 0 0
524 460 525 0 0
525 461 506 0 0
526 452 495 0 0
527 442 499 0 0
528 438 504 0 0
529 439 541 0 0
530 445 551 0 0
531 460 551 0 0
532 460 552 0 0
533 466 548 0 0
534 466 559 0 0
535 489 571 0 0
536 504 576 0 0
537 504 572 0 0
538 539 584 0 0
539 555 560 0 0
540 540 561 0 0
541 545 559 0 0
542 506 528 0 0
543 517 522 0 0
544 519 522 0 0
545 490 532 0 0
546 502 537 0 0
547 481 543 0 0
548 500 553 0 0
549 512 533 0 0
550 509 520 0 0
551 542 526 0 0
552 533 499 0 0
553 518 484 0 0
554 533 487 0 0
555 531 461 0 0
556 531 456 0 0
557 513 456 0 0
558 495 463 0 0
559 510 482 0 0
560 501 479 0 0
561 485 476 0 0
562 471 475 0 0
563 457 485 0 0
564 448 487 0 0
565 452 493 0 0
566 458 466 0 0
567 466 445 0 0
568 457 443 0 0
569 472 426 0 0
570 465 431 0 0
571 451 425 0 0
572 459 422 0 0
573 450 416 0 0
574 445 384 0 0
575 427 387 0 0
576 418 378 0 0
577 425 380 0 0
578 422 392 0 0
579 411 386 0 0
580 411 404 0 0
581 397 402 0 0
582 381 393 0 0
583 363 389 0 0
584 347 374 0 0
585 337 371 0 0
586 321 372 0 0
587 303 356 0 0
588 285 347 0 0
589 258 339 0 0
590 264 331 0 0
591 272 319 0 0
592 277 303 0 0
593 278 282 0 0
594 296 264 0 0
595 292 252 0 0
596 297 242 0 0
597 303 256 0 0
598 312 266 0 0
599 323 271 0 0
600 336 280 0 0
601 340 277 0 0
602 336 275 0 0
603 330 274 0 0
604 315 260 0 0
605 297 261 0 0
606 289 265 0 0
607 305 258 0 0
608 299 262 0 0
609 274 270 0 0
610 278 272 0 0
611 270 273 0 0
612 276 282 0 0
613 278 281 0 0
614 273 287 0 0
615 283 281 0 0
616 277 269 0 0
617 262 259 0 0
618 259 254 0 0
619 260 261 0 0
620 268 280 0 0
621 291 292 0 0
622 273 296 0 0
623 282 305 0 0
624 273 315 0 0
625 280 310 0 0
626 303 312 0 0
627 320 319 0 0
628 326 311 0 0
629 329 298 0 0
630 347 293 0 0
631 338 285 0 0
632 343 281 0 0
633 326 286 0 0
634 323 301 0 0
635 313 326 0 0
636 290 313 0 0
637 298 322 0 0
638 300 314 0 0
639 282 298 0 0
640 285 292 0 0
641 275 287 0 0
642 270 282 0 0
643 278 276 0 0
644 263 294 0 0
645 263 272 0 0
646 270 283 0 0
647 264 305 0 0
648 257 297 0 0
649 254 319 0 0
650 250 328 0 0
651 250 328 0 0
652 268 328 0 0
653 271 330 0 0
654 270 331 0 0
655 274 327 0 0
656 266 343 0 0
657 255 343 0 0
658 273 341 0 0
659 260 342 0 0
660 268 322 0 0
661 252 342 0 0
662 226 339 0 0
663 227 334 0 0
664 223 352 0 0
665 237 354 0 0
666 251 341 0 0
667 244 354 0 0
668 242 343 0 0
669 258 318 0 0
670 271 323 0 0
671 279 322 0 0
672 283 322 0 0
673 289 332 0 0
674 287 334 0 0
675 292 315 0 0
676 302 303 0 0
677 306 293 0 0
678 323 275 0 0
679 327 282 0 0
680 333 274 0 0
681 328 258 0 0
682 331 247 0 0
683 324 247 0 0
684 341 234 0 0
685 372 211 0 0
686 371 215 0 0
687 383 206 0 0
688 375 212 0 0
689 377 202 0 0
690 386 203 0 0
691 397 179 0 0
692 410 170 0 0
693 404 179 0 0
694 388 179 0 0
695 364 187 0 0
696 333 177 0 0
697 326 166 0 0
698 318 174 0 0
699 298 185 0 0
700 298 198 0 0
701 286 206 0 0
702 274 218 0 0
703 262 207 0 0
704 256 208 0 0
705 229 208 0 0
706 199 213 0 0
707 189 223 0 0
708 181 229 0 0
709 175 245 0 0
710 176 259 0 0
711 170 276 0 0
712 169 269 0 0
713 173 268 0 0
714 161 274 0 0
715 159 288 0 0
716 148 286 0 0
717 137 292 0 0
718 144 292 0 0
719 127 289 0 0
720 120 300 0 0
721 133 310 0 0
722 125 299 0 0
723 118 293 0 0
724 125 293 0 0
725 124 293 0 0
726 124 286 0 0
727 133 273 0 0
728 134 275 0 0
729 138 253 0 0
730 143 252 0 0
731 148 267 0 0
732 150 239 0 0
733 153 237 0 0
734 141 243 0 0
735 138 242 0 0
736 145 240 0 0
737 147 238 0 0
738 150 237 0 0
739 155 222 0 0
740 154 223 0 0
741 156 216 0 0
742 169 192 0 0
743 173 178 0 0
744 184 177 0 0
745 200 171 0 0
746 214 172 0 0
747 224 174 0 0
748 237 180 0 0
749 254 183 0 0
750 263 169 0 0
751 276 156 0 0
752 296 155 0 0
753 318 146 0 0
754 343 149 0 0
755 351 165 0 0
756 365 159 0 0
757 368 149 0 0
758 376 147 0 0
759 368 131 0 0
760 367 139 0 0
761 359 128 0 0
762 359 133 0 0
763 372 144 0 0
764 349 151 0 0
765 345 163 0 0
766 326 162 0 0
767 305 160 0 0
768 303 164 0 0
769 300 174 0 0
770 300 164 0 0
771 284 170 0 0
772 271 163 0 0
773 257 169 0 0
774 224 193 0 0
775 194 205 0 0
776 163 220 0 0
777 146 239 0 0
778 144 236 0 0
779 140 251 0 0
780 134 276 0 0
781 121 290 0 0
782 122 323 0 0
783 118 337 0 0
784 120 350 0 0
785 122 358 0 0
786 105 365 0 0
787 108 360 0 0
788 117 341 0 0
789 126 338 0 0
790 139 335 0 0
791 139 339 0 0
792 132 327 0 0
793 145 313 0 0
794 148 304 0 0
795 150 299 0 0
796 154 294 0 0
797 164 303 0 0
798 169 308 0 0
799 193 320 0 0
800 204 311 0 0
801 195 303 0 0
802 208 301 0 0
803 221 279 0 0
804 234 273 0 0
805 251 270 0 0
806 264 252 0 0
807 296 247 0 0
808 322 236 0 0
809 340 214 0 0
810 346 203 0 0
811 369 189 0 0
812 374 188 0 0
813 376 176 0 0
814 392 169 0 0
815 408 170 0 0
816 411 170 0 0
817 427 172 0 0
818 435 165 0 0
819 420 175 0 0
820 414 175 0 0
821 403 181 0 0
822 383 186 0 0
823 372 190 0 0
824 368 184 0 0
825 359 192 0 0
826 360 212 0 0
827 354 206 0 0
828 362 220 0 0
829 372 239 0 0
830 351 241 0 0
831 330 274 0 0
832 301 275 0 0
833 299 281 0 0
834 273 314 0 0
835 257 331 0 0
836 252 358 0 0
837 224 379 0 0
838 219 373 0 0
839 212 360 0 0
840 214 376 0 0
841 224 384 0 0
842 208 374 0 0
843 200 365 0 0
844 204 358 0 0
845 183 353 0 0
846 187 363 0 0
847 199 385 0 0
848 177 382 0 0
849 167 383 0 0
850 166 366 0 0
851 164 346 0 0
852 175 338 0 0
853 198 324 0 0
854 203 312 0 0
855 218 311 0 0
856 226 290 0 0
857 236 261 0 0
858 265 245 0 0
859 273 229 0 0
860 289 228 0 0
861 284 216 0 0
862 283 200 0 0
863 283 183 0 0
864 288 162 0 0
865 305 160 0 0
866 310 167 0 0
867 316 157 0 0
868 312 164 0 0
869 312 164 0 0
870 298 177 0 0
871 299 187 0 0
872 311 190 0 0
873 280 194 0 0
874 275 190 0 0
875 273 182 0 0
876 256 159 0 0
877 265 153 0 0
878 257 155 0 0
879 252 161 0 0
880 249 176 0 0
881 230 191 0 0
882 237 195 0 0
883 252 188 0 0
884 250 175 0 0
885 256 172 0 0
886 247 157 0 0
887 254 152 0 0
888 258 162 0 0
889 244 170 0 0
890 237 180 0 0
891 218 187 0 0
892 202 187 0 0
893 194 197 0 0
894 191 206 0 0
895 181 227 0 0
896 174 248 0 0
897 186 250 0 0
898 179 268 0 0
899 177 282 0 0
900 183 287 0 0
901 169 288 0 0
902 170 317 0 0
903 160 330 0 0
904 158 312 0 0
905 151 315 0 0
906 143 317 0 0
907 162 320 0 0
908 171 339 0 0
909 173 341 0 0
910 184 319 0 0
911 184 307 0 0
912 188 296 0 0
913 192 281 0 0
914 200 294 0 0
915 208 298 0 0
916 203 288 0 0
917 196 279 0 0
918 179 278 0 0
919 190 283 0 0
920 187 289 0 0
921 193 283 0 0
922 197 279 0 0
923 197 275 0 0
924 202 273 0 0
925 207 268 0 0
926 214 243 0 0
927 220 234 0 0
928 228 210 0 0
929 224 218 0 0
930 245 214 0 0
931 238 183 0 0
932 256 189 0 0
933 273 187 0 0
934 263 178 0 0
935 269 174 0 0
936 254 176 0 0
937 261 166 0 0
938 264 162 0 0
939 259 151 0 0
940 260 139 0 0
941 252 142 0 0
942 247 136 0 0
943 244 119 0 0
944 252 102 0 0
945 259 88 0 0
946 266 80 0 0
947 260 82 0 0
948 266 69 0 0
949 231 65 0 0
950 215 63 0 0
951 213 56 0 0
952 187 59 0 0
953 189 51 0 0
954 175 50 0 0
955 181 54 0 0
956 171 53 0 0
957 163 63 0 0
958 148 66 0 0
959 133 53 0 0
960 142 60 0 0
961 132 58 0 0
962 120 53 0 0
963 110 59 0 0
964 99 56 0 0
965 98 57 0 0
966 93 61 0 0
967 87 59 0 0
968 77 62 0 0
969 61 67 0 0
970 63 68 0 0
971 55 74 0 0
972 54 85 0 0
973 54 95 0 0
974 47 91 0 0
975 44 99 0 0
976 42 104 0 0
977 42 113 0 0
978 34 128 0 0
979 35 134 0 0
980 32 145 0 0
981 28 148 0 0
982 37 153 0 0
983 39 157 0 0
984 47 163 0 0
985 44 174 0 0
986 41 180 0 0
987 40 188 0 0
988 41 203 0 0
989 49 193 0 0
990 46 197 0 0
991 43 212 0 0
992 42 210 0 0
993 35 225 0 0
994 28 233 0 0
995 20 235 0 0
996 13 234 0 0
997 13 230 0 0
998 13 232 0 0
999 14 220 0 0
